,DEPTH,GR,NPHI,PE,RHOB,AC,Lithology
1611,835.24,29.69,0.293,1.75,2.126,340.05,0
1612,835.28,30.03,0.284,1.74,2.125,341.05,0
1613,835.32,31.02,0.278,1.75,2.131,342.15,0
1614,835.36,33.18,0.267,1.79,2.139,343.29,0
1615,835.4,39.48,0.268,1.74,2.157,344.22,0
1616,835.44,47.11,0.271,1.69,2.191,344.69,0
1617,835.48,50.71,0.268,1.71,2.234,344.54,0
1618,835.52,52.14,0.253,1.79,2.268,343.81,0
1619,835.56,57.21,0.248,1.85,2.287,342.68,0
1620,835.6,63.04,0.242,1.83,2.316,341.38,1
1621,835.64,65.21,0.241,1.83,2.369,340.15,1
1622,835.68,68.65,0.247,1.96,2.412,339.12,1
1623,835.72,70.97,0.259,2.15,2.403,338.42,1
1624,835.76,67.28,0.267,2.25,2.375,338.04,1
1625,835.8,65.1,0.257,2.19,2.358,337.91,1
1626,835.84,64.98,0.253,2.11,2.363,337.83,1
1627,835.88,62.31,0.263,2.11,2.382,337.46,1
1628,835.92,60.24,0.264,2.23,2.386,336.54,1
1629,835.96,58.4,0.266,2.31,2.369,334.98,1
1630,836.0,55.19,0.285,2.29,2.362,332.98,0
1631,836.04,55.18,0.287,2.23,2.368,330.96,0
1632,836.08,58.56,0.283,2.15,2.38,329.36,1
1633,836.12,58.99,0.286,2.07,2.37,328.42,1
1634,836.16,53.06,0.292,2.06,2.335,328.19,0
1635,836.2,47.58,0.3,2.1,2.293,328.5,0
1636,836.24,46.95,0.307,2.14,2.26,329.14,0
1637,836.28,46.39,0.308,2.16,2.228,329.92,0
1638,836.32,43.15,0.304,2.12,2.199,330.75,0
1639,836.36,40.06,0.298,2.08,2.173,331.64,0
1640,836.4,37.43,0.298,1.99,2.153,332.55,0
1641,836.44,33.88,0.291,1.83,2.144,333.49,0
1642,836.48,31.02,0.287,1.71,2.147,334.43,0
1643,836.52,30.05,0.291,1.67,2.152,335.4,0
1644,836.56,27.94,0.298,1.67,2.157,336.42,0
1645,836.6,25.69,0.299,1.66,2.162,337.51,0
1646,836.64,25.7,0.289,1.66,2.154,338.6,0
1647,836.68,25.73,0.291,1.7,2.141,339.55,0
1648,836.72,26.27,0.285,1.76,2.124,340.28,0
1649,836.76,27.24,0.278,1.8,2.113,340.72,0
1650,836.8,24.14,0.273,1.76,2.119,341.02,0
1651,836.84,19.72,0.279,1.7,2.14,341.31,0
1652,836.88,19.94,0.293,1.71,2.146,341.75,0
1653,836.92,23.81,0.3,1.74,2.137,342.36,0
1654,836.96,25.74,0.302,1.72,2.137,342.99,0
1655,837.0,27.56,0.301,1.7,2.134,343.43,0
1656,837.04,29.93,0.306,1.72,2.127,343.5,0
1657,837.08,31.22,0.313,1.78,2.128,343.19,0
1658,837.12,30.13,0.318,1.83,2.13,342.57,0
1659,837.16,28.82,0.317,1.83,2.123,341.8,0
1660,837.2,27.96,0.322,1.78,2.116,340.98,0
1661,837.24,26.52,0.304,1.71,2.126,340.17,0
1662,837.28,26.61,0.296,1.66,2.147,339.42,0
1663,837.32,27.39,0.289,1.63,2.161,338.84,0
1664,837.36,26.64,0.297,1.62,2.164,338.51,0
1665,837.4,26.35,0.295,1.62,2.173,338.45,0
1666,837.44,25.29,0.292,1.64,2.176,338.58,0
1667,837.48,24.49,0.29,1.7,2.163,338.76,0
1668,837.52,26.13,0.301,1.76,2.15,338.91,0
1669,837.56,27.68,0.307,1.76,2.144,339.08,0
1670,837.6,28.66,0.297,1.76,2.147,339.35,0
1671,837.64,32.2,0.287,1.8,2.157,339.82,0
1672,837.68,36.4,0.287,1.85,2.169,340.44,0
1673,837.72,37.23,0.282,1.85,2.179,341.08,0
1674,837.76,33.05,0.289,1.84,2.187,341.58,0
1675,837.8,31.78,0.297,1.79,2.21,341.81,0
1676,837.84,34.53,0.304,1.76,2.243,341.73,0
1677,837.88,36.14,0.297,1.88,2.251,341.39,0
1678,837.92,39.03,0.289,1.99,2.233,340.96,0
1679,837.96,42.26,0.281,1.98,2.22,340.58,0
1680,838.0,40.55,0.288,1.88,2.224,340.39,0
1681,838.04,37.58,0.295,1.8,2.222,340.45,0
1682,838.08,38.46,0.301,1.84,2.205,340.74,0
1683,838.12,39.62,0.3,1.92,2.187,341.13,0
1684,838.16,39.1,0.303,1.93,2.176,341.51,0
1685,838.2,36.82,0.282,1.91,2.174,341.74,0
1686,838.24,33.76,0.276,1.88,2.186,341.76,0
1687,838.28,30.89,0.275,1.84,2.2,341.55,0
1688,838.32,28.92,0.272,1.85,2.194,341.19,0
1689,838.36,27.81,0.271,1.81,2.167,340.83,0
1690,838.4,26.58,0.274,1.73,2.139,340.67,0
1691,838.44,27.4,0.275,1.68,2.122,340.9,0
1692,838.48,31.41,0.283,1.65,2.112,341.56,0
1693,838.52,34.17,0.286,1.63,2.105,342.53,0
1694,838.56,32.75,0.285,1.65,2.098,343.52,0
1695,838.6,29.61,0.285,1.64,2.101,344.28,0
1696,838.64,26.3,0.287,1.63,2.103,344.67,0
1697,838.68,22.59,0.296,1.66,2.101,344.77,0
1698,838.72,19.29,0.304,1.68,2.103,344.74,0
1699,838.76,18.06,0.31,1.66,2.108,344.76,0
1700,838.8,18.94,0.31,1.69,2.11,344.86,0
1701,838.84,21.68,0.303,1.76,2.114,344.97,0
1702,838.88,23.76,0.296,1.78,2.131,344.96,0
1703,838.92,25.17,0.292,1.73,2.148,344.75,0
1704,838.96,27.33,0.299,1.69,2.154,344.35,0
1705,839.0,28.92,0.306,1.71,2.149,343.81,0
1706,839.04,29.31,0.295,1.7,2.141,343.26,0
1707,839.08,29.19,0.28,1.64,2.139,342.76,0
1708,839.12,24.94,0.283,1.61,2.131,342.36,0
1709,839.16,22.48,0.284,1.61,2.114,342.05,0
1710,839.2,24.26,0.281,1.65,2.101,341.83,0
1711,839.24,24.62,0.286,1.67,2.104,341.68,0
1712,839.28,25.04,0.295,1.64,2.116,341.57,0
1713,839.32,25.24,0.301,1.68,2.118,341.45,0
1714,839.36,26.14,0.284,1.77,2.12,341.25,0
1715,839.4,29.67,0.275,1.81,2.137,340.95,0
1716,839.44,33.02,0.28,1.76,2.169,340.55,0
1717,839.48,33.77,0.295,1.76,2.192,340.09,0
1718,839.52,32.52,0.291,1.85,2.192,339.62,0
1719,839.56,33.06,0.288,1.89,2.192,339.15,0
1720,839.6,33.52,0.294,1.83,2.21,338.67,0
1721,839.64,31.33,0.305,1.8,2.238,338.12,0
1722,839.68,28.56,0.315,1.84,2.252,337.49,0
1723,839.72,27.99,0.312,1.86,2.238,336.75,0
1724,839.76,29.87,0.311,1.83,2.206,335.93,0
1725,839.8,33.36,0.304,1.79,2.167,335.09,0
1726,839.84,36.16,0.309,1.75,2.142,334.29,0
1727,839.88,36.04,0.308,1.75,2.138,333.53,0
1728,839.92,34.87,0.307,1.75,2.153,332.71,0
1729,839.96,32.68,0.304,1.73,2.175,331.74,0
1730,840.0,29.39,0.304,1.71,2.189,330.58,0
1731,840.04,29.14,0.297,1.71,2.204,329.29,0
1732,840.08,31.31,0.295,1.71,2.217,328.05,0
1733,840.12,31.01,0.291,1.76,2.217,327.0,0
1734,840.16,27.44,0.285,1.86,2.206,326.14,0
1735,840.2,26.3,0.283,1.87,2.203,325.38,0
1736,840.24,28.14,0.282,1.85,2.198,324.59,0
1737,840.28,28.17,0.291,1.84,2.179,323.73,0
1738,840.32,27.18,0.294,1.86,2.151,322.93,0
1739,840.36,25.18,0.294,1.84,2.139,322.36,0
1740,840.4,21.51,0.292,1.77,2.147,322.17,0
1741,840.44,19.6,0.295,1.73,2.155,322.4,0
1742,840.48,21.24,0.29,1.71,2.162,322.91,0
1743,840.52,22.82,0.289,1.69,2.176,323.51,0
1744,840.56,23.39,0.282,1.66,2.178,323.99,0
1745,840.6,23.43,0.29,1.67,2.164,324.21,0
1746,840.64,24.96,0.289,1.68,2.162,324.14,0
1747,840.68,28.65,0.284,1.69,2.179,323.84,0
1748,840.72,29.73,0.276,1.69,2.198,323.46,0
1749,840.76,27.43,0.27,1.71,2.205,323.17,0
1750,840.8,28.05,0.252,1.69,2.211,323.11,0
1751,840.84,29.69,0.247,1.65,2.233,323.36,0
1752,840.88,29.15,0.25,1.68,2.249,323.92,0
1753,840.92,25.41,0.248,1.8,2.255,324.6,0
1754,840.96,22.08,0.246,1.88,2.274,325.19,0
1755,841.0,21.32,0.25,1.96,2.288,325.43,0
1756,841.04,22.46,0.252,2.09,2.279,325.14,0
1757,841.08,25.9,0.252,2.18,2.254,324.32,0
1758,841.12,28.5,0.252,2.22,2.225,323.04,0
1759,841.16,27.19,0.256,2.18,2.212,321.5,0
1760,841.2,24.06,0.26,2.15,2.216,319.87,0
1761,841.24,25.55,0.257,2.14,2.21,318.32,0
1762,841.28,30.57,0.257,1.97,2.205,317.03,0
1763,841.32,32.53,0.265,1.76,2.229,316.15,0
1764,841.36,32.38,0.269,1.65,2.284,315.76,0
1765,841.4,31.63,0.27,1.63,2.351,315.82,0
1766,841.44,31.41,0.263,1.65,2.407,316.2,0
1767,841.48,30.49,0.272,1.76,2.45,316.7,0
1768,841.52,28.68,0.287,2.0,2.495,317.21,0
1769,841.56,27.15,0.304,2.38,2.505,317.73,0
1770,841.6,27.09,0.319,2.71,2.457,318.46,0
1771,841.64,28.54,0.332,2.91,2.394,319.72,0
1772,841.68,28.96,0.345,2.95,2.335,321.82,0
1773,841.72,30.88,0.348,2.75,2.281,324.98,0
1774,841.76,33.15,0.342,2.44,2.231,329.22,0
1775,841.8,32.37,0.335,2.13,2.182,334.37,0
1776,841.84,28.14,0.328,1.89,2.136,340.11,0
1777,841.88,26.29,0.319,1.74,2.112,346.02,0
1778,841.92,28.19,0.309,1.69,2.109,351.6,0
1779,841.96,28.05,0.295,1.71,2.11,356.37,0
1780,842.0,24.82,0.289,1.73,2.114,360.01,0
1781,842.04,22.94,0.291,1.71,2.121,362.44,2
1782,842.08,24.58,0.299,1.68,2.138,363.85,2
1783,842.12,25.76,0.307,1.66,2.17,364.55,2
1784,842.16,27.5,0.306,1.67,2.198,364.77,2
1785,842.2,28.57,0.314,1.71,2.213,364.63,2
1786,842.24,26.92,0.314,1.81,2.206,364.18,2
1787,842.28,24.29,0.318,1.87,2.189,363.53,2
1788,842.32,21.97,0.324,1.84,2.177,362.86,2
1789,842.36,22.02,0.313,1.82,2.177,362.39,2
1790,842.4,25.4,0.304,1.81,2.187,362.24,2
1791,842.44,28.1,0.297,1.81,2.201,362.3,2
1792,842.48,29.09,0.3,1.86,2.206,362.24,2
1793,842.52,31.17,0.308,1.91,2.196,361.65,2
1794,842.56,31.51,0.314,1.91,2.189,360.27,2
1795,842.6,30.75,0.315,1.88,2.198,358.15,2
1796,842.64,30.16,0.308,1.82,2.207,355.63,0
1797,842.68,27.49,0.311,1.83,2.198,353.17,0
1798,842.72,24.19,0.317,1.91,2.196,351.14,0
1799,842.76,23.51,0.321,1.99,2.21,349.61,0
